,group_id,average,count,std,min,Q1,Q2,Q3,max
6248,668.csv,555.7659557107032,147.0,543.5257598599046,39.3700787,438.5,492.0,531.49606245,4960.6299162
6249,9978.csv,855.1375438225,8.0,580.2303203894822,157.4803148,452.75590505,785.31496014,1140.45125,1771.6535415
6250,1263.csv,1061.8164497979667,60.0,477.4201956016368,250.0,665.0,1151.7086608250002,1305.0,3149.606296
6251,8521.csv,472.4409444,3.0,387.7503067618216,39.3700787,314.9606296,590.5511805,688.97637725,787.401574
6252,7612.csv,1909.6231285434353,131.0,2517.4330647337565,39.3700787,590.5511805,800.0,1555.11810865,10300.0
6253,11133.csv,728.3396090347826,23.0,364.5639155180361,39.3700787,509.842519165,629.9212592,954.724408475,1732.2834628
6254,3474.csv,2878.9150303222223,9.0,6157.354229401247,39.3700787,472.4409444,700.0,1220.4724397,19200.0
6255,5005.csv,2322.8346433,1.0,,2322.8346433,2322.8346433,2322.8346433,2322.8346433,2322.8346433
6256,5763.csv,600.0,1.0,,600.0,600.0,600.0,600.0,600.0
6257,11655.csv,652.6141113455883,204.0,221.50084949048232,475.0,524.25,559.027,636.75,1574.803148
6258,3312.csv,1386.2204722000001,8.0,337.72337682062783,805.0,1231.25,1410.0,1550.0,1889.7637776
6259,7174.csv,750.0,1.0,,750.0,750.0,750.0,750.0,750.0
6260,1505.csv,935.5201419830245,982.0,2469.5097250027984,2.0,100.0,600.0,1200.0,72000.0
6261,13042.csv,1784.4358939375002,8.0,1799.8954102385378,181.0,433.070098375,787.401574,3937.00787,3937.00787
6262,12348.csv,666.2784999999999,4.0,173.11542846224503,535.432,582.6759999999999,604.212,687.8145,921.258
6263,8253.csv,396.30708639999995,3.0,309.5188037052164,39.3700787,299.18503935,559.0,574.77559025,590.5511805
6264,7160.csv,832.6803086579787,47.0,997.1415733103136,100.0,393.700787,590.5511805,750.9835,4600.0
6265,1511.csv,1624.0157476499999,2.0,1238.8288100986258,748.0314953,1186.023621475,1624.0157476499999,2062.007873825,2500.0
6266,13056.csv,251.96850368,2.0,77.94877894893055,196.8503935,224.40944859,251.96850368,279.52755877,307.08661386
6267,2018.csv,625.5511051663489,43.0,406.00954233436835,70.0,312.9915,555.117,913.25590505,1600.0
6268,5777.csv,722.4901574,4.0,756.4956682049411,100.0,261.2204722,494.9803148,956.25,1800.0
6269,11899.csv,1617.5253080857142,7.0,909.076650543249,590.5511805,1358.97637725,1400.0,1535.4330693,3543.307083
6270,4469.csv,931.3354324901441,10.0,521.8426557407942,100.0,617.913385375,947.07086517572,1160.82677075,2027.55905305
6271,3306.csv,5655.538904540012,4899.0,173068.9451337884,1.0,500.0,870.0,1401.0,9726000.0
6272,11127.csv,601.7716533375,4.0,251.60930368531467,275.5905509,467.51968456249995,665.748031225,800.0,800.0
6273,3460.csv,369.46365413773685,19.0,200.63657076192368,25.0,305.118109925,393.700787,417.28700000000003,800.0
6274,5011.csv,971038.4243934999,5.0,2169188.0667821225,800.0,984.2519675,1003.935,1003.935,4851400.0
6275,10239.csv,240.83333333333334,6.0,230.5321206831418,91.1,99.32499999999999,109.4,319.2,650.0
6276,1277.csv,994.6676758430139,116.0,421.5932867158684,16.1417,775.0511805,1019.0,1281.8497499999999,1950.0
6277,6518.csv,2809.9772017537507,163.0,4948.4461098259535,1.0,662.4999996685,1000.0,1800.0,28900.0
6278,8535.csv,514.7506558333333,3.0,407.09164968412256,260.0,280.0,300.0,642.1259837499999,984.2519675
6279,7606.csv,878.2594042444443,18.0,151.3240299537779,787.401574,787.401574,787.401574,1023.6220461999999,1163.0
6280,3448.csv,942.0325806639546,110.0,566.5858119197112,100.0,561.023621475,769.01574765,1338.5826758,3543.307083
6281,4327.csv,1737.907759757143,7.0,598.5583884508209,1102.3622036,1220.4724397,1850.3936989,2007.8740137,2755.905509
6282,5039.csv,593.7007870000001,3.0,5.455278481849193,590.5511805,590.5511805,590.5511805,595.27559025,600.0
6283,2756.csv,1181.1,1.0,,1181.1,1181.1,1181.1,1181.1,1181.1
6284,10211.csv,425.196,1.0,,425.196,425.196,425.196,425.196,425.196
6285,6530.csv,1171.2593888000001,4.0,457.29812140118815,787.401574,875.9828935,1043.3061805,1338.5826758,1811.0236202
6286,9603.csv,500.0,1.0,,500.0,500.0,500.0,500.0,500.0
6287,913.csv,562.661150656662,74.0,695.9318789469716,47.244,236.2204722,400.78740137,624.90157416575,5575.0
6288,12406.csv,6099.168013661265,637.0,8737.922234657912,100.0,1300.0,5688.0,7800.0,90000.0
6289,12360.csv,613.4553525668973,78.0,1282.6367022977909,39.3700787,320.0,400.78740137,560.03825,11600.0
6290,7148.csv,859.82377927484,50.0,476.88040194617224,39.3700787,516.5,823.2283456170001,1059.744093675,2400.0
6291,6256.csv,721.5327914893617,47.0,184.8740553128462,50.0,659.5,720.0,827.0,1040.0
6292,9165.csv,590.5511805,1.0,,590.5511805,590.5511805,590.5511805,590.5511805,590.5511805
6293,1539.csv,1447.60826764375,8.0,2334.1541917286613,19.68503935,210.0,575.5905508999999,1247.5,7000.0
6294,2030.csv,1127.2618715944445,81.0,1182.5245164922965,39.3700787,433.0708657,984.0,1377.9527545,7874.0
6295,10577.csv,431.2849286088194,18.0,295.66502043069346,187.49999980875,239.5,295.27559025,548.4251967499999,1200.0
6296,4441.csv,1279.0,2.0,1667.357790037879,100.0,689.5,1279.0,1868.5,2458.0
6297,11669.csv,394.48943555833335,12.0,181.11370147343212,100.0,285.433070575,396.8503935,501.0,708.6614166
6298,5987.csv,7721.468663042258,724.0,35230.736682911964,39.3700787,620.078739525,1181.1,1574.8,232283.0
6299,2024.csv,140.0,1.0,,140.0,140.0,140.0,140.0,140.0
6300,10563.csv,1134.8838582125,8.0,2214.48140784154,39.3700787,281.5,396.8503935,550.0,6600.0
6301,4455.csv,3866.6666666666665,3.0,2309.4010767585028,1200.0,3200.0,5200.0,5200.0,5200.0
6302,5993.csv,1647.2171614696967,33.0,3382.079985492361,100.0,629.92,629.92,1299.21,19685.0
6303,12374.csv,822.4451477777778,9.0,140.45109630720773,550.0,800.0,812.5,850.0,1100.0
6304,6242.csv,673.1988681818182,88.0,139.11528347787015,100.0,600.0,625.0,763.75,1201.0
6305,9171.csv,18239.686858909998,9.0,51434.02041814379,650.0,905.51,1062.99,1225.0,155393.7006289
6306,6524.csv,487.68912180018515,54.0,212.9855877175367,3.93700787,393.700787,486.220471945,590.5511805,1141.7322823
6307,9617.csv,434.0,10.0,580.4655219926694,38.0,98.25,300.0,424.75,2000.0
6308,907.csv,552.5355571998872,62.0,315.15059963687804,25.0,327.4114172375,570.86614115,708.6614166,1690.0
6309,12412.csv,637.5344,10.0,62.62620975491544,583.0,610.0,612.0,614.172,760.0
6310,4333.csv,346.116535364,20.0,210.02381537734001,39.3700787,100.0,396.8503935,521.25,700.0
6311,2742.csv,921.0943598339285,56.0,453.6959902739356,10.0,590.5511805,944.8818888,1181.102361,2755.9
6312,10205.csv,588.9625536565209,79.0,942.8732284462535,3.937,295.137795125,500.0,700.0,8400.0
6313,2971.csv,960.5510338375913,438.0,582.7979227497411,5.511811018,590.5511805,900.0,1235.0,3661.4173191
6314,9824.csv,766.3251601205128,39.0,502.7264936814513,60.0,420.0,700.0,885.8259050500001,2300.0
6315,734.csv,580.8330735294118,340.0,157.22014527177413,425.0,550.0,550.0,560.0,1300.0
6316,7809.csv,1345.0,4.0,361.61674002549535,900.0,1200.0,1350.0,1495.0,1780.0
6317,13081.csv,850.6965466792306,13.0,228.21326947405888,787.401574,787.401574,787.401574,787.401574,1610.23621883
6318,8284.csv,2193.6762459672173,1028.0,3124.129717524087,1.0,590.5511805,1200.0,2400.0,39240.0
6319,5978.csv,975.7975499450887,45.0,1099.7222730175406,275.5905509,600.0,787.0,790.0,7874.0
6320,11696.csv,419.0,2.0,255.9726547895302,238.0,328.5,419.0,509.5,600.0
6321,11682.csv,545.429457475625,16.0,194.96023997630246,314.96,386.81102322749996,551.1811018,639.6899999999999,984.2519675
6322,13095.csv,850.0,1.0,,850.0,850.0,850.0,850.0,850.0
6323,8290.csv,1044.6194224416665,6.0,1085.6343485436414,200.0,339.5669287875,486.2204722,1625.0,2800.0
6324,9830.csv,728.34645595,1.0,,728.34645595,728.34645595,728.34645595,728.34645595,728.34645595
6325,720.csv,135.17048024,3.0,82.98892685813765,39.3700787,110.23622035999999,181.10236202,183.07068101,185.039
6326,2965.csv,656.1272962581667,6.0,297.75343955341935,197.0,465.25590503725,773.0314952745,891.53543285,900.0
6327,9818.csv,1034.8986991591391,395.0,1949.4455708311032,3.937,472.4409444,590.5511805,787.4,19685.03935
6328,7835.csv,800.0,1.0,,800.0,800.0,800.0,800.0,800.0
6329,708.csv,1284.4731003069312,1482.0,478.1668631996341,39.3700787,1023.62051155,1275.0,1653.8858263500001,3401.568
6330,2795.csv,621.6238646411764,68.0,432.38553322017214,50.0,318.0,562.5585,702.16535415,2755.905509
6331,4482.csv,1166.3333333333333,3.0,152.31655633362163,1000.0,1100.0,1200.0,1249.5,1299.0
6332,5944.csv,789.4313209777779,9.0,447.4351194469125,100.0,500.0,900.0,1000.0,1500.0
6333,11872.csv,984.2519675,1.0,,984.2519675,984.2519675,984.2519675,984.2519675,984.2519675
6334,6295.csv,678.674672,35.0,193.94065515262994,100.0,613.25,650.0,799.6055,1102.36
6335,6281.csv,689.909,11.0,162.54269867022634,425.0,600.0,650.0,800.0,970.0
6336,4496.csv,2900.0,1.0,,2900.0,2900.0,2900.0,2900.0,2900.0
6337,5950.csv,479.5,4.0,165.8322445525397,300.0,382.5,464.5,561.5,689.0
6338,11866.csv,528.0839891666667,3.0,116.47512101694205,393.700787,492.12598375,590.5511805,595.27559025,600.0
6339,5788.csv,492.5,2.0,236.88077169749343,325.0,408.75,492.5,576.25,660.0
6340,2781.csv,741.6010493333333,3.0,212.23369572320664,590.5511805,620.27559025,650.0,817.1259837499999,984.2519675
6341,2959.csv,872.2464564599999,10.0,187.867390291768,600.0,747.5,800.0,1000.0,1181.102361
6342,7821.csv,5010.207331193578,227.0,37004.20427431046,25.0,196.8503935,590.5511805,1023.6220462,342795.2752409
6343,1288.csv,974.556350973327,52.0,486.14705658022444,39.3700787,590.5511805,1013.7795265249999,1287.40157349,2025.0
6344,13240.csv,633.9238840378334,6.0,183.04511172212938,511.8110231,537.69684984525,590.5511805,590.5511805,1000.0
6345,293.csv,316.8961245233333,12.0,212.8156175644699,35.433,68.897519675,393.700787,494.09423190999996,578.739
6346,1707.csv,1671.6920000000002,5.0,1035.9837191384815,1075.0,1102.36,1181.1,1500.0,3500.0
6347,6068.csv,693.4224073232937,218.0,178.19536180472284,39.37,610.0,718.7985,750.0,1799.209
6348,7376.csv,1992.0261219467498,4.0,1890.9062620281018,394.094487787,925.2936219467499,1437.005,2503.7375,4700.0
6349,8045.csv,1114.5310374090911,22.0,271.87812601672744,590.5511805,984.2519675,984.2519675,1300.0,1700.0
6350,3110.csv,1080.4741577169998,195.0,572.3156922563004,39.3700787,738.188975625,1102.3622036,1287.0,4500.0
6351,11457.csv,1419.7817427293664,191.0,1117.9617501849275,78.7401574,748.0314953,1181.102361,1587.401574,7200.0
6352,10991.csv,1499.1718146413637,22.0,1883.3547419856593,393.700787,592.913385375,775.0,1178.25,7200.0
6353,5561.csv,1043.700787,4.0,832.8980615364912,400.0,454.33070829999997,787.401574,1376.7716527,2200.0
6354,10749.csv,4600.0,1.0,,4600.0,4600.0,4600.0,4600.0,4600.0
6355,2568.csv,983.0,7.0,679.4951557345105,450.0,575.0,677.0,1102.0,2400.0
6356,5207.csv,1363.3358851042856,35.0,2202.8129155510705,10.0,826.0,1130.0,1200.393700175,13800.0
6357,4119.csv,808.068501603182,44.0,755.8350441036401,30.0,551.1811018,693.0,896.25,5300.0
6358,3676.csv,1260.4975439166667,6.0,242.1876426623447,866.14,1141.730688625,1377.9527545,1377.9527545,1499.997
6359,11331.csv,1204.419230769231,13.0,424.07490913480405,200.0,1377.95,1377.95,1377.95,1377.95
6360,12638.csv,2389.5502469254166,72.0,7519.473592718742,39.3700787,422.19094478249997,694.488188625,1657.728346025,59055.0
6361,7410.csv,550.0,1.0,,550.0,550.0,550.0,550.0,550.0
6362,8723.csv,331.75853008333337,6.0,180.75860316544805,50.0,300.0,300.0,412.5,590.5511805
6363,1061.csv,813.236601212695,134.0,524.6098787601155,25.0,419.98031453225,750.984251585,1121.3085,3300.0
6364,7404.csv,1364.1666666666667,6.0,1225.9421546984452,250.0,580.0,930.0,1816.25,3500.0
6365,8737.csv,720.0,1.0,,720.0,720.0,720.0,720.0,720.0
6366,9429.csv,1383.8613238346875,59.0,2310.269679037346,39.3700787,485.0,700.0,1538.0,16800.0
6367,1075.csv,975.0529898110002,21.0,1043.460754798712,60.0,400.0,650.0,976.376,4800.0
6368,5213.csv,660.6989290069487,39.0,369.32188039065727,79.0,472.2204722,560.0,812.99132635,1968.503935
6369,3662.csv,333.0,2.0,363.4528855298854,76.0,204.5,333.0,461.5,590.0
6370,11325.csv,1013.25,4.0,1029.2823956524273,13.0,393.25,820.0,1440.0,2400.0
6371,3104.csv,1109.7275233755001,160.0,605.8575304397729,40.0,805.3149600125,1056.5,1338.0,5315.0
6372,11443.csv,345.32371676884117,170.0,240.90337249952424,11.81102361,196.8503935,314.9606296,472.4409444,2129.917
6373,10985.csv,1712.5,2.0,406.5863991822648,1425.0,1568.75,1712.5,1856.25,2000.0
6374,5575.csv,100.0,1.0,,100.0,100.0,100.0,100.0,100.0
6375,13254.csv,325.0,1.0,,325.0,325.0,325.0,325.0,325.0
6376,1713.csv,1409.6767413600612,479.0,645.1479018653346,39.3700787,1062.99606245,1456.69,1692.9133841,5590.5511754
6377,287.csv,525.850760395,10.0,415.64736571341325,39.3700787,219.5,500.393,700.786,1318.89763645
6378,7362.csv,5504.6035284510535,38.0,29677.190567114667,78.7401574,224.0,590.5511805,853.1003935,183582.6769781
6379,4643.csv,590.5511805,3.0,0.0,590.5511805,590.5511805,590.5511805,590.5511805,590.5511805
6380,10775.csv,1635.5833333333333,12.0,916.5337327852877,100.0,1443.75,1560.0,2137.5,3362.0
6381,2232.csv,1415.8523333333333,3.0,514.9562597117675,1027.557,1123.7785,1220.0,1610.0,2000.0
6382,9367.csv,274.0,2.0,248.90158697766472,98.0,186.0,274.0,362.0,450.0
6383,6054.csv,634.2338058331678,2049.0,136.32765263519724,23.622,583.0,610.0,685.038,2149.602
6384,8079.csv,220.0,1.0,,220.0,220.0,220.0,220.0,220.0
6385,12604.csv,479.0379578566667,6.0,403.58579092549286,1.0,303.1491574,407.4803148,544.291338155,1200.0
6386,9401.csv,317.5,2.0,24.748737341529164,300.0,308.75,317.5,326.25,335.0
6387,6732.csv,400.0,1.0,,400.0,400.0,400.0,400.0,400.0
6388,10013.csv,1299.2125971,1.0,,1299.2125971,1299.2125971,1299.2125971,1299.2125971,1299.2125971
6389,2554.csv,4712.799692256098,41.0,2076.5711844446128,612.0,3200.0,4500.0,5905.511805,9450.0
6390,3892.csv,500.0,1.0,,500.0,500.0,500.0,500.0,500.0
6391,4125.csv,118.1102361,1.0,,118.1102361,118.1102361,118.1102361,118.1102361,118.1102361
6392,10007.csv,39.3700787,1.0,,39.3700787,39.3700787,39.3700787,39.3700787,39.3700787
6393,2540.csv,2839.611810814,20.0,2071.551840613614,1100.0,1207.5,1547.1614166,4877.5,7400.0
6394,3886.csv,3705.3886450107407,27.0,10570.352322287494,393.700787,629.92,787.4,893.699787,41338.5
6395,4131.csv,15444.444444444445,9.0,27972.892284813486,4330.0,5790.0,6700.0,6700.0,90000.0
6396,11319.csv,19143.297618651,10.0,58760.93253584972,275.5905509,395.5,550.0,690.3543301574999,186377.9525658
6397,12610.csv,890.6049864583333,6.0,530.8331634030077,8.0,635.8267713875,1109.153542775,1193.75,1417.3228332
6398,7438.csv,1056.578947344263,19.0,999.8985679706548,130.0,431.49999977050004,775.0,1160.0,3912.0
6399,9415.csv,698.8188477375,4.0,806.9266053061756,98.425,319.88184025,403.543306675,782.4803141625,1889.7637776
6400,6726.csv,1009.0516940713044,23.0,560.5329512983074,39.3700787,614.9606296,1000.0,1229.9212592,2283.4645646
6401,1049.csv,1884.1109922320654,388.0,11202.93518106311,39.0,472.4409444,708.6614166,1000.0,179842.5195016
6402,13268.csv,748.0314953,1.0,,748.0314953,748.0314953,748.0314953,748.0314953,748.0314953
6403,9373.csv,1099.5837268333332,6.0,762.6580247082802,579.0,712.5,768.7,1082.67677075,2600.0
6404,6040.csv,767.9914449649123,57.0,217.32240632795788,39.37,594.487,818.896,854.329,1200.785
6405,12176.csv,215.74803148,2.0,260.5716327749246,31.49606296,123.62204722,215.74803148,307.87401574,400.0
6406,3138.csv,836.4881813529413,17.0,268.4562693301033,393.700787,767.715,800.0,984.2519675,1263.777
6407,4657.csv,1050.0,2.0,70.71067811865476,1000.0,1025.0,1050.0,1075.0,1100.0
6408,10761.csv,2130.681818181818,11.0,2249.870577085794,300.0,400.0,800.0,4575.0,5700.0
6409,2226.csv,337.6516363636364,11.0,233.9057063516291,31.496,196.85,314.96,436.22,708.66
6410,4864.csv,415.75918634166663,12.0,403.7587710233016,39.0,39.3700787,400.0,514.5,1300.0
6411,11494.csv,1000.0,1.0,,1000.0,1000.0,1000.0,1000.0,1000.0
6412,10952.csv,178.0,1.0,,178.0,178.0,178.0,178.0,178.0
6413,8086.csv,1019.6023684210526,19.0,495.2272353519712,196.85,770.0,1000.0,1195.0,2410.0
6414,13283.csv,525.8267711376,25.0,269.400102085498,236.2204722,393.700787,393.700787,590.5511805,1496.0629906
6415,250.csv,460.10463622457144,105.0,383.6949776417818,39.3700787,250.0,393.700787,551.1811018,2950.0
6416,9398.csv,1325.0,2.0,247.48737341529164,1150.0,1237.5,1325.0,1412.5,1500.0
6417,12823.csv,1181.102361,1.0,,1181.102361,1181.102361,1181.102361,1181.102361,1181.102361
6418,8938.csv,570.865,1.0,,570.865,570.865,570.865,570.865,570.865
6419,536.csv,509.83219842884614,26.0,458.2438978122813,140.0,314.96015739999996,393.700787,590.5511805,2530.0
6420,6915.csv,494.9064959375,8.0,323.0914264028694,20.0,275.0,492.12598375,706.25,980.0
6421,3879.csv,796.9816266366669,6.0,312.0357958715802,200.78740137,756.4960624500001,942.1259837499999,984.2519675,1003.93700685
6422,12837.csv,910.312344365143,49.0,529.1746147556388,50.0,590.5511805,820.0,1400.0,2300.0
6423,522.csv,527.6915645959999,60.0,355.37299963284016,39.3700787,314.9606296,472.4409444,600.0,1791.33858085
6424,6901.csv,1096.9673744268698,100.0,1168.215367763662,39.3700787,393.700787,590.5511805,1389.3307083,5312.5
6425,1908.csv,1327.0,2.0,350.72496346852756,1079.0,1203.0,1327.0,1451.0,1575.0
6426,8092.csv,546.6633855279999,4.0,419.05989803998864,275.0,346.25,370.0,570.4133855279999,1171.653542112
6427,12189.csv,708.6614166,1.0,,708.6614166,708.6614166,708.6614166,708.6614166,708.6614166
6428,13297.csv,250.0,1.0,,250.0,250.0,250.0,250.0,250.0
6429,244.csv,477.1645415816667,24.0,310.4997383511073,1.0,221.75,357.4803148,787.4,910.0
6430,4870.csv,1200.0,1.0,,1200.0,1200.0,1200.0,1200.0,1200.0
6431,11480.csv,500.0,1.0,,500.0,500.0,500.0,500.0,500.0
6432,10946.csv,410.0,4.0,232.52240035460383,140.0,260.0,425.0,575.0,650.0
6433,1920.csv,822.8307083,2.0,161.45976072867,708.6614166,765.7460624500001,822.8307083,879.91535415,937.0
6434,7389.csv,1039.7923994090909,11.0,1259.5383874586375,70.866,247.5,500.0,1275.0,4500.0
6435,6097.csv,677.8680811240507,79.0,179.12080880281752,16.0,600.0,680.0,816.0425,1220.47
6436,4858.csv,1156.937833259394,33.0,2105.563317963142,100.0,393.700787,600.0,999.99999898,10800.0
6437,4680.csv,9600.0,1.0,,9600.0,9600.0,9600.0,9600.0,9600.0
6438,3689.csv,4625.0,2.0,601.0407640085654,4200.0,4412.5,4625.0,4837.5,5050.0
6439,2597.csv,1033.0446191066667,9.0,528.6687956800707,354.3307083,700.78740086,866.1417314,1500.0,1890.0
6440,3851.csv,2913.3858238,1.0,,2913.3858238,2913.3858238,2913.3858238,2913.3858238,2913.3858238
6441,8904.csv,1771.6535415,1.0,,1771.6535415,1771.6535415,1771.6535415,1771.6535415,1771.6535415
6442,6929.csv,1200.0,1.0,,1200.0,1200.0,1200.0,1200.0,1200.0
6443,8910.csv,570.0,1.0,,570.0,570.0,570.0,570.0,570.0
6444,2583.csv,388.6919691111111,9.0,124.56385705612274,225.0,311.023,354.3307083,472.4409444,600.0
6445,3845.csv,2677.1653516,1.0,,2677.1653516,2677.1653516,2677.1653516,2677.1653516,2677.1653516
6446,4694.csv,853.6206896551724,29.0,363.32761817411955,100.0,600.0,950.0,1085.0,1475.0
6447,1934.csv,490.0284336111111,9.0,203.66458242220696,60.0,393.700787,560.0,590.5511805,787.401574
6448,278.csv,787.100411878,25.0,893.1792531525567,157.4803148,314.9606296,708.6614166,984.2519675,4724.409444
6449,6083.csv,699.85663203125,64.0,147.3802282133216,39.37,610.0,670.5,830.25,1090.549
6450,261.csv,549.6736078793082,146.0,239.7367792058036,100.0,393.700787,551.1811018,700.5894999999999,1574.803148
6451,7384.csv,886.6137880444445,9.0,450.18649830586867,393.700787,590.5511805,866.14,1200.0,1800.0
6452,10963.csv,25.0,1.0,,25.0,25.0,25.0,25.0,25.0
6453,5593.csv,6301.837265545332,3.0,1734.3025655255635,4800.0,5352.7559025,5905.511805,7052.755898318,8199.999991636
6454,4855.csv,1200.0,1.0,,1200.0,1200.0,1200.0,1200.0,1200.0
6455,3684.csv,3485.4525450583333,24.0,2480.440380085478,39.3700787,1056.25,4291.204722,5225.0,7200.0
6456,6924.csv,2011.7382494576923,26.0,911.4153886638096,10.0,1581.102361,1949.05,2656.25,3800.0
6457,12812.csv,669.0,1.0,,669.0,669.0,669.0,669.0,669.0
6458,1093.csv,606.3936789457143,35.0,448.84588873007027,80.0,375.976,400.0,708.6614166,2000.0
6459,507.csv,400.78728311599997,5.0,159.1302351295519,291.33858238,295.275,295.27559025,472.4409444,649.60629855
6460,8909.csv,532.77598375,4.0,957.7015378267844,29.0,32.45,66.8,567.1259837499999,1968.503935
6461,6930.csv,626.7239720034995,18.0,280.5170909748699,150.0,500.0,600.0,787.007874015748,1100.0
6462,12806.csv,1033.7211479713044,23.0,909.4750165381356,39.3700787,374.01574765,669.2913379,1771.6535415,3818.8976339
6463,513.csv,717.0,1.0,,717.0,717.0,717.0,717.0,717.0
6464,1087.csv,776.2059603202792,86.0,518.2217704495442,4.0,393.700787,629.9212592,1037.5,2300.0
6465,3690.csv,406.8241465666667,3.0,81.95535422609579,314.9606296,374.01574765,433.0708657,452.75590505,472.4409444
6466,4699.csv,7350.0,1.0,,7350.0,7350.0,7350.0,7350.0,7350.0
6467,10977.csv,3778.54330693,7.0,3310.643165330391,484.25196801,682.77559025,3000.0,7200.0,7200.0
6468,5587.csv,18051.428571428572,7.0,8453.78697896477,7800.0,9900.0,24000.0,24000.0,26760.0
6469,4841.csv,3863.7179079263888,36.0,2065.692207121042,393.7,2200.783,3591.335,4850.0,9999.98
6470,275.csv,682.2433069809999,10.0,946.138337687498,196.8503935,252.16535414999998,396.8503935,575.0,3337.0
6471,1939.csv,518.281559923,20.0,371.54201407902207,31.49606296,333.7401574,436.8503935,657.16535415,1574.804
6472,7390.csv,1747.3912634940477,42.0,1956.5856516439476,276.0,575.0,1150.0,2056.75,10800.0
6473,11499.csv,620.0,1.0,,620.0,620.0,620.0,620.0,620.0
6474,10787.csv,1729.05511805,20.0,2418.4917522906685,1000.0,1175.82677075,1200.0,1200.0,12000.0
6475,4869.csv,1055.5,6.0,275.4732291893352,600.0,953.75,1085.0,1227.5,1378.0
6476,9395.csv,1183.908687662715,400.0,936.2529384025065,1.0,700.0,1050.098424674,1400.0,7050.0
6477,1911.csv,820.4112454495827,243.0,1052.2656752770517,24.0,331.69225,500.0,772.5,8600.0
6478,12190.csv,722.4881745714285,14.0,275.84415393775413,98.425,600.393700175,700.6456689500001,881.6929131750001,1260.0
6479,6918.csv,827.8772735895861,58.0,1430.1335289382387,37.0,393.700787,542.3228343475,706.4960624500001,10300.0
6480,8935.csv,855.27559025,4.0,923.1496065,393.700787,393.700787,393.700787,855.27559025,2240.0
6481,3860.csv,1050.413385222,8.0,400.56429385049114,100.0,1071.062991875,1190.551179888,1215.0,1377.9527545
6482,3874.csv,419.9474274333333,3.0,339.4362504642314,118.11,236.22035415000002,354.3307083,570.86614115,787.401574
6483,249.csv,737.9253609607858,70.0,989.380032319738,7.2,300.0,580.708070575,904.1338575750001,7700.0
6484,9381.csv,1266.6666666666667,9.0,820.0609733428363,300.0,600.0,1400.0,1400.0,3000.0
6485,1905.csv,1181.102361,1.0,,1181.102361,1181.102361,1181.102361,1181.102361,1181.102361
6486,12184.csv,590.5511805,1.0,,590.5511805,590.5511805,590.5511805,590.5511805,590.5511805
6487,10793.csv,2013.1410256410256,39.0,2681.6305991649688,100.0,100.0,100.0,3681.25,7500.0
6488,5550.csv,10109.722508687932,29.0,19109.16730895445,807.08661335,4720.0,6000.0,8700.0,108000.0
6489,4896.csv,393.700787,2.0,0.0,393.700787,393.700787,393.700787,393.700787,393.700787
6490,10778.csv,5300.0,2.0,6646.803743153547,600.0,2950.0,5300.0,7650.0,10000.0
6491,11466.csv,272.30971105083336,12.0,150.17817576469753,118.1102361,157.4803148,169.29133840999998,403.543306675,500.0
6492,3121.csv,997.2140858677053,95.0,319.3815073277906,39.3700787,826.77082635,1071.0,1190.5511805,1550.0
6493,8074.csv,1041.127963550732,41.0,655.7857931683732,118.1102361,625.98425133,984.2519675,1377.9527545,3550.0
6494,7347.csv,2762.474078938736,280.0,2040.8313990391875,100.0,1574.803148,2657.4803122499998,4133.893697625001,25551.1810763
6495,1736.csv,968.200149099826,115.0,1036.3108241612927,47.244,472.4409444,905.5118101,1001.968503425,7874.0
6496,13271.csv,715.3543050111111,9.0,543.2523412375631,19.685,94.488,787.401574,1181.102361,1500.0
6497,6059.csv,620.0947072826086,460.0,121.04582914499142,50.0,583.0,600.0,650.0,1026.0
6498,1050.csv,726.9172122046665,60.0,310.45235425284625,200.0,493.1102361,704.3307083,910.0,1850.3936989
6499,12609.csv,300.0,1.0,,300.0,300.0,300.0,300.0,300.0
6500,8712.csv,784.0220990916667,6.0,400.9553157414392,275.0,600.393385375,669.2907083,1003.93700685,1397.63779385
6501,7421.csv,236.2204722,1.0,,236.2204722,236.2204722,236.2204722,236.2204722,236.2204722
6502,4128.csv,1579.79527494,5.0,1720.9079607041647,39.3700787,480.0,787.401574,2362.204722,4230.0
6503,11300.csv,602.237204588125,16.0,839.6471647616027,173.0,236.2204722,343.1102361,512.79527545,3600.0
6504,3647.csv,482.8083988656667,6.0,216.85311948235042,196.8503935,337.4999997705,500.0,587.5,800.0
6505,2559.csv,1181.102361,1.0,,1181.102361,1181.102361,1181.102361,1181.102361,1181.102361
6506,5236.csv,681.1699063684375,32.0,648.1202246287417,50.0,397.0,482.283464075,664.75,3200.0
6507,11314.csv,342.3333333333333,3.0,150.16768405130756,201.0,263.5,326.0,413.0,500.0
6508,3653.csv,788.97637776,5.0,671.7668439018548,100.0,118.1102361,826.7716527,1400.0,1500.0
6509,5222.csv,173.1902886516667,6.0,110.1902243683852,30.0,87.649606245,184.0,263.75,295.27559025
6510,9418.csv,1200.78740035,1.0,,1200.78740035,1200.78740035,1200.78740035,1200.78740035,1200.78740035
6511,1044.csv,558.2125981199999,10.0,273.8188419895404,196.8503935,393.700787,440.0,745.29527545,1062.9921249
6512,8706.csv,536.088429,3.0,155.9507324952423,393.700787,452.75539349999997,511.81,607.28225,702.7545
